STOP_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,Lat,Lon
30067,Berwyn (95th-bound),Berwyn,Berwyn (Red Line),40340,41.977984, -87.658668
30066,Berwyn (Howard-bound),Berwyn,Berwyn (Red Line),40340,41.977984, -87.658668
30268,Bryn Mawr (95th-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,41.983504, -87.65884
30267,Bryn Mawr (Howard-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,41.983504, -87.65884
30087,California (54th/Cermak-bound),California,California (Pink Line),40440,41.854109, -87.694774
30086,California (Loop-bound),California,California (Pink Line),40440,41.854109, -87.694774
30265,California (63rd-bound),California,California (Green Line),41360,41.88422, -87.696234
30266,California (Harlem-bound),California,California (Green Line),41360,41.88422, -87.696234
30054,Central (63rd-bound),Central,Central (Green Line),40280,41.887389, -87.76565
30055,Central (Harlem-bound),Central,Central (Green Line),40280,41.887389, -87.76565
30152,Central Park (54th/Cermak-bound),Central Park,Central Park (Pink Line),40780,41.853839, -87.714842
30151,Central Park (Loop-bound),Central Park,Central Park (Pink Line),40780,41.853839, -87.714842
30194,Cermak-Chinatown (95th-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,41.853206, -87.630968
30193,Cermak-Chinatown (Howard-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,41.853206, -87.630968
30242,Central (Howard-Loop-bound),Central,Central (Purple Line),41250,42.063987, -87.685617
30241,Central (Linden-bound),Central,Central (Purple Line),41250,42.063987, -87.685617
30083,Cicero (54th/Cermak-bound),Cicero,Cicero (Pink Line),40420,41.85182, -87.745336
30082,Cicero (Loop-bound),Cicero,Cicero (Pink Line),40420,41.85182, -87.745336
30188,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,41.871574, -87.745154
30187,Cicero (O'Hare-bound),Cicero,Cicero (Blue Line),40970,41.871574, -87.745154
30094,Cicero (63rd-bound),Cicero,Cicero (Green Line),40480,41.886519, -87.744698
30009,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,41.886519, -87.744698
30074,Clark/Lake (Inner Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,41.885737, -87.630886
30075,Clark/Lake (Outer Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,41.885737, -87.630886
30374,Clark/Lake (Forest Pk-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,41.885737, -87.630886
30375,Clark/Lake (O'Hare-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,41.885737, -87.630886
30085,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,41.875539, -87.640984
30084,Clinton (O'Hare-bound),Clinton,Clinton (Blue Line),40430,41.875539, -87.640984
30222,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink Lines),41160,41.885678, -87.641782
30221,Clinton (Loop-63rd-bound),Clinton,Clinton (Green & Pink Lines),41160,41.885678, -87.641782
30291,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,41.884904, -87.716523
30292,Conservatory (Harlem-bound),Conservatory,Conservatory (Green Line),41670,41.884904, -87.716523
30139,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,41.780309, -87.605857
30045,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,41.984246, -87.838028
30044,Cumberland (O'Hare-bound),Cumberland,Cumberland (Blue Line),40230,41.984246, -87.838028
30041,Damen (54th/Cermak-bound),Damen,Damen (Pink Line),40210,41.854517, -87.675975
30040,Damen (Loop-bound),Damen,Damen (Pink Line),40210,41.854517, -87.675975
30116,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,41.909744, -87.677437
30115,Damen/Milwaukee (O'Hare-bound),Damen,Damen (Blue Line),40590,41.909744, -87.677437
30018,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,41.966286, -87.678639
30019,Damen (Loop-bound),Damen,Damen (Brown Line),40090,41.966286, -87.678639
30011,Davis (Howard-Loop-bound),Davis,Davis (Purple Line),40050,42.04771, -87.683543
30010,Davis (Linden-bound),Davis,Davis (Purple Line),40050,42.04771, -87.683543
30134,Dempster (Howard-Loop-bound),Dempster,Dempster (Purple Line),40690,42.041655, -87.681602
30133,Dempster (Linden-bound),Dempster,Dempster (Purple Line),40690,42.041655, -87.681602
30103,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple Lines),40530,41.932732, -87.653131
30104,Diversey (Loop-bound),Diversey,Diversey (Brown & Purple Lines),40530,41.932732, -87.653131
30063,Division (Forest Pk-bound),Division,Division (Blue Line),40320,41.903355, -87.666496
30076,Forest Park (O'Hare-bound),Forest Park,Forest Park (Blue Line),40390,41.874257, -87.817318
30077,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,41.874257, -87.817318
30102,Foster (Howard-Loop-bound),Foster,Foster (Purple Line),40520,42.05416, -87.68356
30101,Foster (Linden-bound),Foster,Foster (Purple Line),40520,42.05416, -87.68356
30167,Francisco (Kimball-bound),Francisco,Francisco (Brown Line),40870,41.966046, -87.701644
30168,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,41.966046, -87.701644
30234,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,41.925051, -87.652866
30233,Fullerton (Howard-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,41.925051, -87.652866
30235,Fullerton (Kimball-Linden-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,41.925051, -87.652866
30236,Fullerton (Loop-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,41.925051, -87.652866
30100,Garfield (63rd-bound),Garfield,Garfield (Green Line),40510,41.795172, -87.618327
30099,Garfield (Harlem-bound),Garfield,Garfield (Green Line),40510,41.795172, -87.618327
30096,Grand/Milwaukee (Forest Pk-bound),Grand,Grand (Blue Line),40490,41.891189, -87.647578
30095,Grand/Milwaukee (O'Hare-bound),Grand,Grand (Blue Line),40490,41.891189, -87.647578
30065,Grand/State (95th-bound),Grand,Grand (Red Line),40330,41.891665, -87.628021
30064,Grand/State (Howard-bound),Grand,Grand (Red Line),40330,41.891665, -87.628021
30148,Granville (95th-bound),Granville,Granville (Red Line),40760,41.993664, -87.659202
30147,Granville (Howard-bound),Granville,Granville (Red Line),40760,41.993664, -87.659202
30215,Halsted (Loop-bound),Halsted,Halsted (Orange Line),41130,41.84678, -87.648088
30216,Halsted (Midway-bound),Halsted,Halsted (Orange Line),41130,41.84678, -87.648088
30184,Halsted/63rd (Ashland-bound),Halsted,Halsted (Green Line),40940,41.778943, -87.644244
30183,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,41.778943, -87.644244
30146,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,41.98227, -87.8089
30145,Harlem (O'Hare Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,41.98227, -87.8089
30004,Harlem (Terminal arrival),Harlem/Lake,Harlem/Lake (Green Line),40020,41.886848, -87.803176
30003,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,41.886848, -87.803176
30286,Harrison (95th-bound),Harrison,Harrison (Red Line),41490,41.874039, -87.627479
30285,Harrison (Howard-bound),Harrison,Harrison (Red Line),41490,41.874039, -87.627479
30062,Division (O'Hare-bound),Division,Division (Blue Line),40320,41.903355, -87.666496
30224,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,41.79542, -87.631157
30189,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - Forest Park Branch),40980,41.87349, -87.806961
30166,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,41.876862, -87.628196
30176,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,42.019063, -87.672892
30173,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,42.019063, -87.672892
30174,Howard (95th-Bound),Howard,"Howard (Red, Purple & Yellow Lines)",40900,42.019063, -87.672892
30158,Illinois Medical District (Forest Pk-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,41.875706, -87.673932
30157,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,41.875706, -87.673932
30059,Indiana (63rd-bound),Indiana,Indiana (Green Line),40300,41.821732, -87.621371
30058,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,41.821732, -87.621371
30108,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,Irving Park (Blue Line),40550,41.952925, -87.729229
30107,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),40550,41.952925, -87.729229
30281,Irving Park (Kimball-bound),Irving Park,Irving Park (Brown Line),41460,41.954521, -87.674868
30282,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,41.954521, -87.674868
30015,Jackson/Dearborn (Forest Pk-bound),Jackson,Jackson (Blue Line),40070,41.878183, -87.629296
30014,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),40070,41.878183, -87.629296
30110,Jackson/State (95th-bound),Jackson,Jackson (Red Line),40560,41.878153, -87.627596
30109,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),40560,41.878153, -87.627596
30228,Jarvis (95th-bound),Jarvis,Jarvis (Red Line),41190,42.015876, -87.669092
30227,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,42.015876, -87.669092
30248,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),41280,41.970634, -87.760892
30247,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,41.970634, -87.760892
30219,Kedzie (Loop-bound),Kedzie,Kedzie (Orange Line),41150,41.804236, -87.704406
30220,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,41.804236, -87.704406
30202,Kedzie (54th/Cermak-bound),Kedzie,Kedzie (Pink Line),41040,41.853964, -87.705408
30201,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,41.853964, -87.705408
30225,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),41180,41.965996, -87.708821
30226,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,41.965996, -87.708821
30207,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),41070,41.884321, -87.706155
30208,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,41.884321, -87.706155
30049,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,41.874341, -87.70604
30048,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,41.874341, -87.70604
30250,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,41.967901, -87.713065
30249,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,41.967901, -87.713065
30217,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),41140,41.78013, -87.615546
30218,King Drive (Harlem-bound),King Drive,King Drive (Green Line),41140,41.78013, -87.615546
30118,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,41.853751, -87.733258
30117,Kostner (Loop-bound),Kostner,Kostner (Pink Line),40600,41.853751, -87.733258
30135,Laramie (63rd-bound),Laramie,Laramie (Green Line),40700,41.887163, -87.754986
30136,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,41.887163, -87.754986
30262,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),41340,41.875568, -87.631722
30261,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,41.875568, -87.631722
30031,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,41.8768, -87.631739
30030,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,41.8768, -87.631739
30150,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),40770,41.969139, -87.658493
30149,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),40770,41.969139, -87.658493
30204,Linden (Howard-Loop-bound),Linden,Linden (Purple Line),41050,42.073153, -87.69073
30203,Linden (Linden-bound),Linden,Linden (Purple Line),41050,42.073153, -87.69073
30198,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),41020,41.929728, -87.708541
30197,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,41.929728, -87.708541
30252,Loyola (95th-bound),Loyola,Loyola (Red Line),41300,42.001073, -87.661061
30251,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,42.001073, -87.661061
30053,Main (Howard-Loop-bound),Main,Main (Purple Line),40270,42.033456, -87.679538
30052,Main (Linden-bound),Main,Main (Purple Line),40270,42.033456, -87.679538
30090,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,41.888969, -87.633924
30091,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,41.888969, -87.633924
30182,Midway (Arrival),Midway,Midway (Orange Line),40930,41.78661, -87.737875
30181,Midway (Loop-bound),Midway,Midway (Orange Line),40930,41.78661, -87.737875
30260,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,41.961539, -87.743574
30259,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,41.961539, -87.743574
30287,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),41500,41.961756, -87.675047
30288,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,41.961756, -87.675047
30296,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink Lines),41510,41.885586, -87.652193
30295,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink Lines),41510,41.885586, -87.652193
30021,Morse (95th-bound),Morse,Morse (Red Line),40100,42.008362, -87.665909
30290,Lake (95th-bound),Lake,Lake (Red Line),41660,41.884809, -87.627813
30154,Monroe (Forest Pk-bound),Monroe,Monroe (Blue Line),40790,41.880703, -87.629378
30212,Monroe (95th-bound),Monroe,Monroe (Red Line),41090,41.880745, -87.627696
30211,Monroe (Howard-bound),Monroe,Monroe (Red Line),41090,41.880745, -87.627696
30153,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,41.880703, -87.629378
30020,Morse (Howard-bound),Morse,Morse (Red Line),40100,42.008362, -87.665909
30126,North/Clybourn (95th-bound),North/Clybourn,North/Clybourn (Red Line),40650,41.910655, -87.649177
30125,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,41.910655, -87.649177
30079,Noyes (Howard-Loop-bound),Noyes,Noyes (Purple Line),40400,42.058282, -87.683337
30078,Noyes (Linden-bound),Noyes,Noyes (Purple Line),40400,42.058282, -87.683337
30035,Oak Park (Forest Pk-bound),Oak Park,Oak Park (Blue Line),40180,41.872108, -87.791602
30034,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,41.872108, -87.791602
30263,Oak Park (63rd-bound),Oak Park,Oak Park (Green Line),41350,41.886988, -87.793783
30264,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),41350,41.886988, -87.793783
30253,Paulina (Kimball-bound),Paulina,Paulina (Brown Line),41310,41.943623, -87.670907
30254,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,41.943623, -87.670907
30200,Polk (54th/Cermak-bound),Polk,Polk (Pink Line),41030,41.871551, -87.66953
30199,Polk (Loop-bound),Polk,Polk (Pink Line),41030,41.871551, -87.66953
30185,Pulaski (Loop-bound),Pulaski,Pulaski (Orange Line),40960,41.799756, -87.724493
30186,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),40960,41.799756, -87.724493
30029,Pulaski (54th/Cermak-bound),Pulaski,Pulaski (Pink Line),40150,41.853732, -87.724311
30028,Pulaski (Loop-bound),Pulaski,Pulaski (Pink Line),40150,41.853732, -87.724311
30180,Pulaski (Forest Pk-bound),Pulaski,Pulaski (Blue Line),40920,41.873797, -87.725663
30179,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,41.873797, -87.725663
30005,Pulaski (63rd-bound),Pulaski,Pulaski (Green Line),40030,41.885412, -87.725404
30006,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),40030,41.885412, -87.725404
30007,Quincy/Wells (Inner Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,41.878723, -87.63374
30008,Quincy/Wells (Outer Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,41.878723, -87.63374
30093,Racine (Forest Pk-bound),Racine,Racine (Blue Line),40470,41.87592, -87.659458
30092,Racine (O'Hare-bound),Racine,Racine (Blue Line),40470,41.87592, -87.659458
30297,Oakton-Skokie (Dempster-Skokie-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,42.02624348, -87.74722084
30119,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,41.887159, -87.783661
30120,Ridgeland (Harlem-bound),Ridgeland,Ridgeland (Green Line),40610,41.887159, -87.783661
30195,Rockwell (Kimball-bound),Rockwell,Rockwell (Brown Line),41010,41.966115, -87.6941
30196,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),41010,41.966115, -87.6941
30172,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,41.97766526, -87.90422307
30080,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,41.867405, -87.62659
30160,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,41.983507, -87.859388
30159,Rosemont (O'Hare-bound),Rosemont,Rosemont (Blue Line),40820,41.983507, -87.859388
30155,Sedgwick (Kimball-Linden-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,41.910409, -87.639302
30156,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,41.910409, -87.639302
30017,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,41.953775, -87.654929
30016,Sheridan (Howard-bound),Sheridan,Sheridan (Red Line),40080,41.953775, -87.654929
30293,Sheridan (Howard-Linden-bound),Sheridan,Sheridan (Red Line),40080,41.953775, -87.654929
30294,Sheridan (Loop-bound),Sheridan,Sheridan (Red Line),40080,41.953775, -87.654929
30164,South Blvd (Howard-Loop-bound),South Boulevard,South Boulevard (Purple Line),40840,42.027612, -87.678329
30163,South Blvd (Linden-bound),South Boulevard,South Boulevard (Purple Line),40840,42.027612, -87.678329
30070,Southport (Kimball-bound),Southport,Southport (Brown Line),40360,41.943744, -87.663619
30071,Southport (Loop-bound),Southport,Southport (Brown Line),40360,41.943744, -87.663619
30037,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),40190,41.831191, -87.630636
30036,Sox-35th (Howard-bound),Sox-35th,Sox-35th (Red Line),40190,41.831191, -87.630636
30050,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,41.88574, -87.627835
30051,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,41.88574, -87.627835
30170,Thorndale (95th-bound),Thorndale,Thorndale (Red Line),40880,41.990259, -87.659076
30169,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),40880,41.990259, -87.659076
30069,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,41.875474, -87.649707
30068,UIC-Halsted (O'Hare-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,41.875474, -87.649707
30027,Dempster-Skokie (Howard-bound),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,42.038951, -87.751919
30141,Washington/Wells (Inner Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,41.882695, -87.63378
30142,Washington/Wells (Outer Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,41.882695, -87.63378
30231,Wellington (Kimball-Linden-bound),Wellington,Wellington (Brown & Purple Lines),41210,41.936033, -87.653266
30232,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple Lines),41210,41.936033, -87.653266
30060,Western (Loop-bound),Western,Western (Orange Line),40310,41.804546, -87.684019
30061,Western (Midway-bound),Western,Western (Orange Line),40310,41.804546, -87.684019
30144,Western (54th/Cermak-bound),Western,Western (Pink Line),40740,41.854225, -87.685129
30143,Western (Loop-bound),Western,Western (Pink Line),40740,41.854225, -87.685129
30269,Roosevelt (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,41.867368, -87.627402
30081,Roosevelt (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,41.867405, -87.62659
30073,Washington (Forest Pk-bound),Washington,Washington (Blue Line),40370,41.883164, -87.62944
30072,Washington (O'Hare-bound),Washington,Washington (Blue Line),40370,41.883164, -87.62944
30283,Western (Kimball-bound),Western,Western (Brown Line),41480,41.966163, -87.688502
30284,Western (Loop-bound),Western,Western (Brown Line),41480,41.966163, -87.688502
30140,Cottage Grove (Harlem-bound),Cottage Grove,Cottage Grove (Green Line),40720,41.780309, -87.605857
30121,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,41.90392, -87.631412
30276,87th (95th-bound),87th,87th (Red Line),41430,41.735372, -87.624717
30026,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,42.038951, -87.751919
30298,Oakton-Skokie (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,42.02624348, -87.74722084
30210,47th (63rd-bound),47th,47th (Green Line),41080,41.809209, -87.618826
30209,47th (Harlem-bound),47th,47th (Green Line),41080,41.809209, -87.618826
30238,47th (95th-bound),47th,47th (Red Line),41230,41.810318, -87.63094
30237,47th (Howard-bound),47th,47th (Red Line),41230,41.810318, -87.63094
30175,"Howard (Linden, Skokie-bound)",Howard,"Howard (Red, Purple & Yellow Lines)",40900,42.019063, -87.672892
30111,California (O'Hare-bound),California,California (Blue Line),40570,41.921939, -87.69689
30112,California (Forest Pk-bound),California,California  (Blue Line),40570,41.921939, -87.69689
30271,Chicago (O'Hare-bound),Chicago,Chicago (Blue Line),41410,41.896075, -87.655214
30138,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple Lines),40710,41.89681, -87.635924
30137,Chicago (Kimball-Linden-bound),Chicago,Chicago (Brown & Purple Lines),40710,41.89681, -87.635924
30280,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,41.896671, -87.628176
30279,Chicago (Howard-bound),Chicago,Chicago (Red Line),41450,41.896671, -87.628176
30272,Chicago (Forest Pk-bound),Chicago,Chicago (Blue Line),41410,41.896075, -87.655214
30178,63rd (95th-bound),63rd,63rd (Red Line),40910,41.780536, -87.630952
30177,63rd (Howard-bound),63rd,63rd (Red Line),40910,41.780536, -87.630952
30223,Garfield (Howard-bound),Garfield,Garfield (Red Line),41170,41.79542, -87.631157
